52528;0
60011;0
3728;0
39771;1
21165;0
8030;0
2041;0
51593;0
47023;0
57361;0
19506;0
71949;0
24718;0
31598;0
56608;0
41639;0
6649;0
1572;0
37595;0
36089;0
47648;0
59819;0
18252;0
51905;0
61222;0
18222;0
32257;0
16151;0
73124;0
40689;0
50550;0
75520;0
69349;0
47875;0
16318;0
51056;0
21195;0
55452;0
6595;0
15710;0
68395;0
31457;0
71287;0
14107;0
6668;0
8207;0
11145;0
11294;1
48296;0
32104;0
17848;0
52088;0
64895;0
45598;0
60445;0
65437;0
59172;0
54741;0
4149;0
29275;1
2317;0
45909;0
72941;0
21153;0
72630;0
19670;0
16179;0
19905;0
33547;0
28282;0
66598;0
3452;0
63753;0
23141;0
10277;0
3338;0
57027;0
57095;0
49438;0
14581;0
19462;0
68522;0
15766;0
41426;0
65671;0
46960;0
56773;0
4487;0
67256;0
9387;0
13789;0
71139;0
6230;0
28205;0
14761;0
72517;0
44478;0
5988;0
54022;0
63038;0
51552;1
55320;0
50459;0
62145;0
56444;0
74485;0
6559;0
25754;0
5948;0
6642;0
61841;0
31338;0
74631;0
71619;0
74757;1
3693;1
5070;0
23054;0
65203;0
43061;0
6318;0
10264;0
11313;0
55746;0
28271;0
58497;0
36329;0
60213;0
43255;0
14786;0
32837;1
21432;0
49758;0
29610;0
4208;0
12279;0
68418;0
72869;0
17925;0
72553;0
42683;0
28548;0
73045;0
21413;0
35004;0
71805;0
39638;0
64875;0
36040;0
66823;0
55195;0
54567;0
34672;0
70095;0
34384;0
9176;0
52556;0
17456;0
60328;0
36359;0
30538;0
75924;0
20019;0
36992;0
66048;0
25382;0
44259;0
50939;0
15088;0
45605;0
14880;0
8430;0
75398;0
56933;0
25152;0
34945;0
48819;0
69378;0
65479;0
31555;0
16959;0
61053;0
67642;0
50004;0
10495;0
63756;0
75386;0
36236;0
29078;0
32285;0
15634;0
46072;0
61878;0
45431;0
1298;0
63346;0
1217;0
43726;0
33631;0
58893;0
72788;0
68652;0
47663;0
70155;0
65968;0
45587;0
24236;0
51659;0
37647;0
20881;0
61073;0
43696;0
5319;0
61528;0
21211;0
48461;0
36970;0
22272;0
36004;0
31090;0
59010;1
25080;0
64976;0
57830;0
52460;0
47650;0
64091;0
26038;0
45034;0
25127;0
17909;0
46085;0
13081;0
37931;0
23434;0
38796;0
67220;0
28744;0
25858;0
19585;0
47532;0
50731;0
13982;0
69939;0
55325;0
26993;0
52008;0
27263;0
73720;0
6191;0
30037;0
42000;0
35976;0
538;0
41063;0
21339;0
30647;0
2880;0
46221;0
36607;0
8384;0
19009;0
72545;0
45404;0
9594;0
50394;0
27022;0
15426;0
44521;0
10345;0
67388;0
66697;0
20614;0
22723;0
55860;0
4364;0
49063;0
47521;0
75230;0
55494;0
33872;0
15554;0
73195;0
3800;1
46420;0
3995;0
4171;0
45063;0
75027;0
48447;0
16453;0
62834;0
55591;0
45195;0
16571;0
67760;0
7821;0
34995;1
2811;0
72023;0
41640;0
54721;0
15000;0
68536;0
11445;0
54996;0
19732;0
54392;0
4108;0
7915;0
45386;0
18320;0
50612;0
49197;0
9010;0
74663;0
17000;0
40751;0
38969;0
45313;0
9938;0
57507;0
28107;0
45212;0
25540;0
71715;0
72303;0
40738;0
35311;0
58599;0
37500;0
28681;0
40485;0
73194;0
57299;0
65517;0
4389;0
65891;0
4649;0
41243;0
69283;0
57420;0
66572;0
52752;0
16743;0
8352;0
26328;0
51486;0
7943;0
64952;0
67501;0
15011;0
58477;0
16349;1
51421;0
19282;0
48666;0
47211;0
41862;0
74461;0
5073;0
53526;0
4412;0
47481;0
72279;1
33866;0
1932;0
41441;0
23840;0
64687;0
69391;0
65383;0
12274;0
17216;0
429;0
45694;0
39650;0
63430;0
23849;0
9677;0
9361;0
59147;0
69861;0
57191;0
63393;0
61446;1
7549;0
58834;0
32243;0
63467;0
32204;0
72358;0
12423;0
7529;0
74844;0
38415;0
32811;0
39883;0
20606;0
45963;0
62856;0
6899;0
12811;0
45341;0
26474;0
60565;0
59880;0
19803;0
13708;0
68221;0
619;0
15696;0
40638;0
57528;0
13269;0
29741;0
34197;0
19918;0
29995;0
3437;0
2029;0
16175;0
43913;0
21712;0
21056;0
25964;0
51715;0
3931;0
65764;0
58235;0
64782;0
69036;0
66381;0
53379;0
4904;0
57517;0
22718;1
71014;0
51861;0
36061;0
73709;0
21495;0
42385;0
8315;0
65339;0
62519;0
19190;0
73970;0
72720;0
12371;0
62860;0
57098;0
68402;0
32377;0
4568;0
71691;0
53103;0
62682;0
61749;0
28054;0
66993;0
53358;0
10104;0
54454;0
33642;0
42242;0
47103;0
22286;0
25188;0
21026;0
70612;0
53464;0
71251;0
58956;0
68118;0
32974;0
36385;0
55041;0
60106;0
28675;0
50448;0
9000;0
5633;0
25046;0
62725;0
39726;0
30692;0
33849;0
44134;0
74217;0
54514;0
15995;1
50294;0
68172;0
45204;0
40455;0
52090;0
66331;0
11358;0
13721;0
75616;0
660;0
21765;0
69852;0
74591;0
46273;0
64857;0
65380;0
40280;0
68524;1
17286;0
46957;0
49526;1
12987;0
29454;0
943;0
51531;0
18732;0
15309;0
31337;0
28952;0
54013;0
72250;0
19060;0
629;0
3677;0
48953;0
46640;0
40711;0
10212;0
62256;0
21076;1
50745;0
3272;0
18410;0
16947;1
26544;0
38121;1
23927;0
14214;0
10613;0
75116;0
28621;0
21071;0
72346;1
57151;0
35942;0
69781;0
41726;0
14446;0
46063;0
2894;0
6101;0
29301;0
49653;0
71887;0
27990;0
22068;0
48920;0
43818;0
11194;0
30046;0
50043;0
24541;0
44583;0
73703;0
58097;0
74465;0
53414;0
21104;0
63641;0
61522;0
3621;0
42935;0
23998;0
13134;0
2682;0
31021;0
6072;0
30343;0
1488;0
42396;0
37812;0
1900;0
39896;0
40343;0
66432;0
37158;0
64062;0
5753;0
50926;0
15932;0
63361;0
26977;0
23428;0
13477;0
65777;0
30778;0
56111;0
24277;0
27415;0
16434;1
70770;0
67120;0
19133;0
41619;0
62583;0
62560;0
18921;0
59208;0
22888;0
41651;0
60422;0
4589;0
44116;0
4601;0
682;0
37872;0
56902;0
12489;0
30279;0
31994;0
46037;0
2358;0
31331;0
15170;0
2090;0
73816;0
20670;0
73880;0
25874;0
42021;0
74750;0
7967;0
44117;0
68123;1
30957;0
29871;0
5188;0
49680;0
6981;0
9825;0
34873;0
70714;0
41449;0
39208;0
75942;0
41896;0
49656;0
60398;0
9796;0
47192;0
48573;0
69052;0
21457;0
56833;1
19200;0
6520;1
40628;0
47088;0
28277;0
64422;0
59158;0
16700;0
26635;0
70826;0
32237;0
11256;0
51865;0
6807;1
30958;0
16719;0
12008;0
26597;0
60212;0
28297;0
20215;0
48894;0
55934;0
57002;0
44836;0
49255;0
63675;1
27009;0
71851;0
68202;0
16487;0
13262;0
1762;0
60214;0
46768;0
39644;0
29360;0
60269;0
44347;1
38186;0
48850;0
30468;0
35848;0
30457;0
1537;0
36974;1
1184;0
66029;0
61433;0
50858;0
40256;0
19748;0
54086;0
45011;0
62686;0
39484;0
22102;0
60758;0
4598;0
69856;0
38688;0
274;0
25739;0
47912;0
6333;1
61387;0
16949;0
28520;0
43261;0
70877;0
68162;0
37938;0
14488;0
20023;0
15286;0
21546;1
3778;0
60551;0
49712;0
58527;0
66998;0
49524;0
14294;0
71677;0
32922;0
74962;1
5528;0
7147;1
53037;0
19796;0
61339;1
1154;0
41075;0
9160;0
55740;0
1856;0
36190;0
54420;0
13375;0
16510;0
12127;0
19971;0
36181;0
62672;0
34056;0
19189;0
29152;1
18483;0
74595;0
33120;0
35829;0
43008;0
39415;0
46091;0
25595;0
7070;0
45097;0
53557;0
54299;0
7137;0
42105;0
9023;0
63623;0
